id,segment,segment_name,age,income,time_scarcity,fashion_interest,price_sensitivity,platform_preference,wtp_subscription,wtp_per_outfit,wtp_bundle_10
busy_professional_1608,busy_professional,Busy Professional,34,89800.71833623029,10.0,7.228364242186706,0.8711079898506254,LinkedIn,56.64051950483866,7.979024962428165,55.85317473699715
busy_professional_1609,busy_professional,Busy Professional,40,114193.54813819447,7.33743255547564,4.974607844714335,0.6193868263926555,LinkedIn,66.40882057316907,9.494764251615802,66.46334976131061
busy_professional_1610,busy_professional,Busy Professional,40,93667.66808429797,9.10870818291781,5.859370738314548,0.6112451043124609,LinkedIn,74.343352249612,10.22993090507211,71.60951633550476
busy_professional_1611,busy_professional,Busy Professional,39,84447.84212521056,7.327743305089085,6.148850169326426,1.079377831233014,LinkedIn,38.47922285365809,5.883903920988937,41.18732744692255
busy_professional_1612,busy_professional,Busy Professional,36,106600.31938751118,8.345722863866442,6.101914994691208,0.9714405099855614,LinkedIn,46.192289094261895,6.638445155171822,46.469116086202746
busy_professional_1613,busy_professional,Busy Professional,29,119365.28168941387,9.039521271529482,7.424493214490107,0.5070420524740629,LinkedIn,97.08984056323402,14.238600015469524,99.67020010828666
busy_professional_1614,busy_professional,Busy Professional,33,99406.49504928413,8.200690717854647,5.63340113750341,0.9724809473877717,LinkedIn,44.64819914448619,6.3383178281431585,44.36822479700211
busy_professional_1615,busy_professional,Busy Professional,36,90039.50285498981,8.648289167516529,9.0089942854306,1.0479394814240133,LinkedIn,47.06464938916242,7.5270773546082586,52.6895414822578
busy_professional_1616,busy_professional,Busy Professional,30,87978.02744794727,7.839181812879819,3.556149152973877,0.9601616059794388,LinkedIn,40.26809585540604,5.2205654490514934,36.54395814336045
busy_professional_1617,busy_professional,Busy Professional,38,82952.64051068768,9.98678666939,6.896933965712467,0.759575238204769,LinkedIn,63.598868980482735,8.862873492860128,62.0401144500209
busy_professional_1618,busy_professional,Busy Professional,28,92906.07144653966,9.350567988227851,8.053368774658816,0.8536862139980846,LinkedIn,57.95659798074607,8.67394132647014,60.717589285290984
busy_professional_1619,busy_professional,Busy Professional,34,88538.30330374249,10.0,7.052024971050119,0.5532913673805303,LinkedIn,88.50896717144856,12.380299956421094,86.66209969494766
busy_professional_1620,busy_professional,Busy Professional,28,81971.27937157465,10.0,5.3210956044318385,0.936850610382732,LinkedIn,48.833809408068255,6.301540793362697,44.110785553538875
busy_professional_1621,busy_professional,Busy Professional,35,52726.4445126694,7.889538450439943,6.016805960845657,0.8127575750013829,LinkedIn,49.31314699658647,7.4267064335876105,51.986945035113266
busy_professional_1622,busy_professional,Busy Professional,35,57082.37172871982,10.0,5.120184289971134,0.7027391919133078,LinkedIn,61.78241017268099,8.00306694092802,56.02146858649614
busy_professional_1623,busy_professional,Busy Professional,29,135670.05922342264,10.0,4.654983415721317,0.6982530048204801,LinkedIn,67.94453033686789,8.291264236397508,58.03884965478255
busy_professional_1624,busy_professional,Busy Professional,28,50242.08065422581,10.0,4.633020322172719,0.8228397102848701,LinkedIn,51.01349401398038,6.463884143814095,45.24718900669867
busy_professional_1625,busy_professional,Busy Professional,36,59022.22079080652,10.0,6.294137141247141,0.8453588092803607,LinkedIn,53.70706786270773,7.376326217469947,51.63428352228962
busy_professional_1626,busy_professional,Busy Professional,30,56931.430692963295,7.5022975155231535,3.843851865323133,0.6944401792281806,LinkedIn,52.380919866781944,7.167539809981351,50.17277866986945
busy_professional_1627,busy_professional,Busy Professional,38,71464.20887314348,7.3376251994091,4.8037116476035315,0.5134273776412813,LinkedIn,75.17536003430503,10.847573997334495,75.93301798134145
busy_professional_1628,busy_professional,Busy Professional,32,119278.9888384548,10.0,8.70093012517074,0.9295302834979313,LinkedIn,57.550109869017966,8.5049012628146,59.5343088397022
busy_professional_1629,busy_professional,Busy Professional,35,73574.20451670927,7.864301564586203,6.646845631879106,0.500111171644359,LinkedIn,85.47521577462348,13.068255754665653,91.47779028265957
busy_professional_1630,busy_professional,Busy Professional,36,109199.34360685838,9.903803243829763,6.524079066677802,0.7802414326965991,LinkedIn,62.97057515034123,8.570320243072468,59.99224170150727
busy_professional_1631,busy_professional,Busy Professional,38,88674.1569053238,10.0,6.02334949452035,0.4582788872750388,LinkedIn,103.26060678271641,13.770759241780818,96.39531469246572
busy_professional_1632,busy_professional,Busy Professional,37,82922.76680642042,9.473322888855758,5.298718828084763,1.1904739825737447,LinkedIn,37.51115391230879,4.9539902794763755,34.677931956334625
busy_professional_1633,busy_professional,Busy Professional,30,56416.50642288918,8.014792900230901,6.524281976205021,0.7411135517407124,LinkedIn,55.940252880613365,8.538251027243332,59.76775719070332
busy_professional_1634,busy_professional,Busy Professional,30,105840.93492009229,8.753868107228447,5.61012622243173,0.6866876902911085,LinkedIn,65.4173719324712,9.004364054212267,63.030548379485865
busy_professional_1635,busy_professional,Busy Professional,33,106849.74377517206,8.617658869125504,6.219593339574312,0.5331457313864069,LinkedIn,85.67481768267486,12.215802787169531,85.51061951018671
busy_professional_1636,busy_professional,Busy Professional,28,106543.11600126167,7.664476797762805,6.10909090732122,0.3,LinkedIn,144.61746981077192,21.50798720676951,150.55591044738657
busy_professional_1637,busy_professional,Busy Professional,38,78542.78341712205,9.803012907008766,5.7910311394437075,1.0428366933248674,LinkedIn,43.95697437569533,5.875110179349539,41.12577125544677
busy_professional_1638,busy_professional,Busy Professional,30,65628.4128440504,9.582378216528685,6.452261643958719,0.49163732639908037,LinkedIn,92.33798419676305,12.963253513503338,90.74277459452335
busy_professional_1639,busy_professional,Busy Professional,39,79243.74937814118,6.99151224888869,4.631748378573202,0.7085303772910646,LinkedIn,53.75412732838963,7.80277604227146,54.61943229590021
busy_professional_1640,busy_professional,Busy Professional,29,51530.64947775294,8.164211151073712,6.307435495431659,0.3551807276813641,LinkedIn,115.29292466880234,17.370973723284543,121.5968160629918
busy_professional_1641,busy_professional,Busy Professional,38,88056.07511367665,7.871554831718148,5.010465588281973,0.488239970350436,LinkedIn,84.1387277977151,11.82995786791283,82.8097050753898
busy_professional_1642,busy_professional,Busy Professional,30,67327.00535235096,10.0,6.994367255309851,0.5507453956737791,LinkedIn,85.80201863502015,12.101954869981943,84.7136840898736
busy_professional_1643,busy_professional,Busy Professional,38,110540.88034569021,10.0,4.7397761551659965,0.505540351053033,LinkedIn,91.90634614963383,11.354049549770561,79.47834684839393
busy_professional_1644,busy_professional,Busy Professional,37,59804.94171003739,6.824701042100583,8.503650501061621,0.7557824730163886,LinkedIn,56.06224029042724,9.744359190143248,68.21051433100273
busy_professional_1645,busy_professional,Busy Professional,34,85924.1880137277,8.682637915464143,6.039942993428819,0.8956587937923915,LinkedIn,49.51380359962551,7.037373272635918,49.261612908451426
busy_professional_1646,busy_professional,Busy Professional,32,73613.32359375649,8.867435639758005,6.56956018268015,0.8415183643949239,LinkedIn,53.16049681755241,7.719298722697342,54.0350910588814
busy_professional_1647,busy_professional,Busy Professional,31,75902.65526227692,10.0,6.0791251121135845,0.3945362025164436,LinkedIn,117.9058607581167,15.863034389999397,111.04124072999576
busy_professional_1648,busy_professional,Busy Professional,29,45992.937533388875,10.0,7.35466988813082,0.9928027193604511,LinkedIn,45.86108337974752,6.676941551884542,46.73859086319179
busy_professional_1649,busy_professional,Busy Professional,33,78214.87349588759,7.804078045773387,7.4528415037770195,0.6965453523903654,LinkedIn,63.48969137129092,10.032132810872586,70.22492967610809
busy_professional_1650,busy_professional,Busy Professional,35,84031.90917434415,10.0,5.695176313179629,0.8882041830748431,LinkedIn,52.339424532073515,6.8804947737759745,48.16346341643182
busy_professional_1651,busy_professional,Busy Professional,31,64445.85983276482,6.568592074520407,4.919461846346368,0.9838911361595678,LinkedIn,37.29153923262806,5.671451348646732,39.70015944052712
busy_professional_1652,busy_professional,Busy Professional,31,80707.49245677216,10.0,4.458940508484415,0.5519732790020434,LinkedIn,80.23769815700248,9.868154305530553,69.07708013871387
busy_professional_1653,busy_professional,Busy Professional,38,91760.20335520121,9.842481154142211,4.46608484489091,0.6426389181332921,LinkedIn,69.49126407573011,8.572491578965828,60.00744105276078
busy_professional_1654,busy_professional,Busy Professional,28,55866.87920343187,6.233608405189474,6.0802178995692335,0.8804154046791152,LinkedIn,42.157858887776484,6.926635689818744,48.4864498287312
busy_professional_1655,busy_professional,Busy Professional,36,120053.04371052916,7.260009109331186,6.400700268471961,0.4588519139974764,LinkedIn,94.98838483042022,14.540806088051168,101.78564261635816
busy_professional_1656,busy_professional,Busy Professional,33,134538.10667706674,7.833283700213459,7.4461412875373405,0.7291298243859264,LinkedIn,64.77725680855323,10.013425334447595,70.09397734113315
busy_professional_1657,busy_professional,Busy Professional,35,50020.560469319185,7.512440179560382,7.130422988449839,0.7516851541576698,LinkedIn,54.1752032774396,8.734303053134072,61.1401213719385
busy_professional_1658,busy_professional,Busy Professional,36,108291.64917170237,9.093060521778499,5.624787396416069,0.5408022179982491,LinkedIn,84.71534766151166,11.469166316450412,80.28416421515288
busy_professional_1659,busy_professional,Busy Professional,34,98291.63989846487,9.184899773047754,6.256273439627094,0.6593366932340541,LinkedIn,70.55471923638025,9.840064260574515,68.8804498240216
busy_professional_1660,busy_professional,Busy Professional,28,81665.49164502934,8.33882639086573,8.155281995102019,0.7801153542855572,LinkedIn,59.885201183989444,9.459172333497925,66.21420633448547
busy_professional_1661,busy_professional,Busy Professional,35,86101.56418516499,5.746346865734364,7.666397424122978,0.7284755825020932,LinkedIn,55.84622558845954,9.822953501557432,68.76067451090202
busy_professional_1662,busy_professional,Busy Professional,37,120182.49266336471,9.111715021926631,6.979466247068631,0.4882863443486954,LinkedIn,99.70585758936802,14.303254016274911,100.12277811392437
busy_professional_1663,busy_professional,Busy Professional,38,75612.49899811072,9.549196370343553,3.7499911350336763,0.9359977059379573,LinkedIn,44.72655857351263,5.395449555038878,37.768146885272145
busy_professional_1664,busy_professional,Busy Professional,37,98723.73441528398,10.0,5.33953441158409,0.6587699703072403,LinkedIn,71.07405231398361,9.115162806023925,63.806139642167466
busy_professional_1665,busy_professional,Busy Professional,32,72540.17280631397,8.90477505326307,4.316512020529912,0.8756870152331913,LinkedIn,47.036123979839665,6.080916588909195,42.566416122364366
busy_professional_1666,busy_professional,Busy Professional,38,58095.853605747354,8.672388626543382,3.1170089597655712,0.8222153432741949,LinkedIn,45.905408736147,5.616441902584021,39.315093318088145
busy_professional_1667,busy_professional,Busy Professional,30,97840.8758466288,5.8501019208790765,4.961988428386989,0.5965306854121443,LinkedIn,62.24243706443412,9.723877559986073,68.06714291990251
busy_professional_1668,busy_professional,Busy Professional,33,77877.38083446173,7.649107428013627,6.154176639502122,0.5814712612228646,LinkedIn,71.9065830685483,10.85347692231139,75.97433845617972
busy_professional_1669,busy_professional,Busy Professional,39,96531.80210794578,7.113463999554437,5.458807179564829,0.7587898775886324,LinkedIn,53.53523565532701,7.982159961692935,55.87511973185054
busy_professional_1670,busy_professional,Busy Professional,40,91962.31558594093,9.671649764397266,5.370277025798523,0.7790946583291914,LinkedIn,58.74104258607655,7.683330054158252,53.78331037910776
busy_professional_1671,busy_professional,Busy Professional,33,105181.52640839106,8.549824844519721,8.650220016011009,0.9612122923685452,LinkedIn,51.43747403851151,8.112950116836023,56.79065081785216
busy_professional_1672,busy_professional,Busy Professional,28,67980.5730395675,8.636098201603328,6.412565188243058,0.6632976880843882,LinkedIn,65.68349440053449,9.606372402077557,67.24460681454289
busy_professional_1673,busy_professional,Busy Professional,38,58416.13750424203,10.0,4.732812225687788,0.4899890420353627,LinkedIn,87.66016665273004,11.100085036267446,77.70059525387211
busy_professional_1674,busy_professional,Busy Professional,32,63346.97374414596,9.260969274837532,5.825973876144299,0.466776418552096,LinkedIn,93.32876351700118,12.92804331847366,90.49630322931561
busy_professional_1675,busy_professional,Busy Professional,33,78698.7718841286,7.930308636862066,5.440134037407696,0.3,LinkedIn,137.75641568197804,19.818117716396685,138.72682401477678
busy_professional_1676,busy_professional,Busy Professional,39,55475.68790839036,6.772478336448485,8.5335556009195,0.5278869192372225,LinkedIn,79.38271591713902,13.890042321589275,97.23029625112491
busy_professional_1677,busy_professional,Busy Professional,33,35621.5433584153,7.232494224628418,6.256121875838855,0.5946522546019767,LinkedIn,62.44477184438835,10.001779332750855,70.01245532925599
busy_professional_1678,busy_professional,Busy Professional,32,90538.63059752651,7.62879985976612,3.621459901147043,0.3156487902534691,LinkedIn,121.81488870151242,16.026776723535892,112.18743706475124
busy_professional_1679,busy_professional,Busy Professional,37,28860.35256087093,8.79310483192498,8.302327600651449,0.6293471729123683,LinkedIn,66.44160365506315,10.820438652571237,75.74307056799866
busy_professional_1680,busy_professional,Busy Professional,28,75993.0788280756,9.43379701590579,6.992332152558235,0.39759873758768466,LinkedIn,117.64455672048197,16.932578707602737,118.52805095321916
busy_professional_1681,busy_professional,Busy Professional,40,74167.97979751944,8.917695179413206,6.1642889104885725,0.3,LinkedIn,147.47910847881226,20.96817859653887,146.77725017577208
busy_professional_1682,busy_professional,Busy Professional,31,69934.39238463607,8.502674561656914,4.728945949952518,0.5999477966826648,LinkedIn,68.01928337803088,9.202160697824423,64.41512488477096
busy_professional_1683,busy_professional,Busy Professional,38,131665.62696566872,10.0,8.735300084221635,0.5609021421805184,LinkedIn,96.57865062116771,14.240047161585414,99.68033013109789
busy_professional_1684,busy_professional,Busy Professional,38,94951.55437132512,10.0,5.778104737348571,0.8300177816163289,LinkedIn,57.00596939939942,7.4903339430920495,52.43233760164434
busy_professional_1685,busy_professional,Busy Professional,33,87367.85629643197,7.752258393945964,5.481377019540331,0.5415059283284205,LinkedIn,76.71673441719706,11.11525421000138,77.80677947000966
busy_professional_1686,busy_professional,Busy Professional,28,55569.33956371973,9.202810242319103,8.139486720078173,0.6505319225949686,LinkedIn,71.08412309239891,10.967324115235465,76.77126880664825
busy_professional_1687,busy_professional,Busy Professional,28,67358.29160685299,7.2833390046268,6.6348838022072885,0.6978767958234972,LinkedIn,58.826115664134875,9.286687771502017,65.00681440051412
busy_professional_1688,busy_professional,Busy Professional,38,63027.32380654148,6.4216277304668905,6.480578561052139,0.694065011533547,LinkedIn,55.75464014813339,9.171752578360472,64.2022680485233
busy_professional_1689,busy_professional,Busy Professional,29,110398.43058908891,7.894930381046976,4.217776604760082,0.3,LinkedIn,136.48957335634148,18.201241860269626,127.40869302188736
busy_professional_1690,busy_professional,Busy Professional,36,109701.77782145346,10.0,5.18496062588116,0.5123985151936499,LinkedIn,92.03129734485763,11.659206316001635,81.61444421201143
busy_professional_1691,busy_professional,Busy Professional,39,33769.85574190396,7.926621628642187,5.9604116366073,0.5965274021715534,LinkedIn,63.29820114083029,9.683296334426412,67.78307434098488
busy_professional_1692,busy_professional,Busy Professional,35,92283.13082186748,7.63864393702141,4.478521297812379,0.4837398350321803,LinkedIn,82.58357897973715,11.407265890034294,79.85086123024006
busy_professional_1693,busy_professional,Busy Professional,29,103244.66991393473,6.568175267347871,6.068100061866747,0.3427289751320115,LinkedIn,118.91727378491359,18.714704953817105,131.00293467671972
busy_professional_1694,busy_professional,Busy Professional,29,114595.47646276941,8.96327897318073,6.250058775023545,0.6065227849409076,LinkedIn,77.28107013982249,10.82609519169787,75.78266634188509
busy_professional_1695,busy_professional,Busy Professional,32,116624.61662481357,9.95750015122509,5.965042741818007,0.6531035526746234,LinkedIn,74.57106259268024,9.833999242065147,68.83799469445603
busy_professional_1696,busy_professional,Busy Professional,31,117844.55441429518,8.47679253890989,4.958429492966002,0.6572813515589915,LinkedIn,66.62489749736436,8.956956353605108,62.69869447523575
busy_professional_1697,busy_professional,Busy Professional,29,101178.22725355862,6.9792221545810715,7.599429892448627,0.5153366881695673,LinkedIn,85.50494102081224,14.002528567400258,98.0176999718018
busy_professional_1698,busy_professional,Busy Professional,28,68464.30904205418,7.7841641769499565,5.863343079932434,0.8090484849668415,LinkedIn,50.64616575525496,7.531809817783458,52.722668724484194
busy_professional_1699,busy_professional,Busy Professional,30,76039.91061217779,6.662500167009924,7.411839904545318,0.5832555732874797,LinkedIn,71.31896196779952,11.916065232239083,83.41245662567357
busy_professional_1700,busy_professional,Busy Professional,37,47708.613047914965,8.060752870252246,7.129722744179471,0.9054991635455751,LinkedIn,45.89790150780346,7.220450522054006,50.54315365437804
busy_professional_1701,busy_professional,Busy Professional,34,83937.89693642949,4.963462158935365,4.543955915702502,0.5524888070706055,LinkedIn,61.33226079478611,9.971612685094307,69.80128879566014
busy_professional_1702,busy_professional,Busy Professional,40,86086.90752587246,9.835263314080711,5.2047884388101,0.8402218249596953,LinkedIn,54.13417092070336,6.982430343498092,48.87701240448664
busy_professional_1703,busy_professional,Busy Professional,34,114730.66153139462,9.500867721143862,5.966138545275324,0.9728652488341732,LinkedIn,48.92639264509907,6.5936153620030025,46.15530753402101
busy_professional_1704,busy_professional,Busy Professional,37,85848.52443589325,8.450755859134034,3.1264172898814957,0.5377088551926567,LinkedIn,72.84278283618086,8.884850889847234,62.19395622893064
busy_professional_1705,busy_professional,Busy Professional,34,95532.9948558109,9.711660146937675,6.1389983388114775,0.7457208291156842,LinkedIn,63.44516428242538,8.596819865332813,60.17773905732969
busy_professional_1706,busy_professional,Busy Professional,34,43875.21661271063,7.642078539122685,7.007492849774198,0.6883142913491292,LinkedIn,58.25949902650172,9.341558112727117,65.39090678908981
busy_professional_1707,busy_professional,Busy Professional,32,45675.26857317847,6.921179212194835,7.1931585920251475,0.7509462274760419,LinkedIn,52.154154988293286,8.71533086495006,61.00731605465042
busy_professional_1708,busy_professional,Busy Professional,38,96876.42869223005,9.799322137235906,6.6084859046677735,0.6496784923903615,LinkedIn,74.41698643212041,10.261105166031006,71.82773616221704
busy_professional_1709,busy_professional,Busy Professional,37,83899.86137645436,7.989231932933235,5.982816668741072,0.6164983852969936,LinkedIn,69.176163660621,10.155373808219228,71.08761665753458
busy_professional_1710,busy_professional,Busy Professional,28,68455.00386797487,8.910050279178082,4.497788448690273,0.7058189346824589,LinkedIn,58.35246370317772,7.639524445706718,53.47667111994702
busy_professional_1711,busy_professional,Busy Professional,34,89069.91545249781,10.0,4.424437764063272,0.7787950451728805,LinkedIn,57.48484439793346,7.028323044717037,49.19826131301925
busy_professional_1712,busy_professional,Busy Professional,34,100432.02981521163,8.523021681728547,8.282591572893041,0.6590799695957577,LinkedIn,73.60403197569345,11.49165355955017,80.44157491685118
busy_professional_1713,busy_professional,Busy Professional,35,101182.16410115077,8.636794554057142,6.638957169346434,0.47117070459449534,LinkedIn,97.8639408400843,14.233482514136321,99.63437759895425
busy_professional_1714,busy_professional,Busy Professional,29,68436.39749313644,6.210515842854238,5.588689808295806,0.8802868330270733,LinkedIn,42.33651729650883,6.761794429991501,47.332561009940505
busy_professional_1715,busy_professional,Busy Professional,35,111823.24036268367,7.219900788941333,7.158392000593352,0.8408672419708157,LinkedIn,52.7916117862168,8.371313712326103,58.59919598628271
busy_professional_1716,busy_professional,Busy Professional,30,134514.60296024472,8.741314320369836,4.866138920899378,1.073023953371028,LinkedIn,41.854890695517604,5.498568296719278,38.48997807703494
busy_professional_1717,busy_professional,Busy Professional,31,100092.60387806568,8.661622201939101,6.015816313064027,0.5462563478963269,LinkedIn,82.53626469308824,11.661380805992623,81.62966564194835
busy_professional_1718,busy_professional,Busy Professional,29,114746.90429204653,7.096516686502306,3.1606553837161493,0.4960125323791899,LinkedIn,75.81812240045464,9.90059167308852,69.30414171161964
busy_professional_1719,busy_professional,Busy Professional,30,92796.09080079752,7.356787288845135,7.315132300149536,0.5515726314930477,LinkedIn,79.7071468354833,12.718464463790976,89.02925124653683
busy_professional_1720,busy_professional,Busy Professional,37,46932.137255237365,8.94158913870431,6.263569903940417,1.0343925920146548,LinkedIn,40.53561453946966,5.895305693201926,41.26713985241348
busy_professional_1721,busy_professional,Busy Professional,35,70035.31989745086,7.623272328463294,8.477460661891481,0.7153010543678576,LinkedIn,62.699442516381595,10.416039151170201,72.9122740581914
busy_professional_1722,busy_professional,Busy Professional,38,59257.59400917349,7.773974314566873,5.995112595454278,0.6917480694699879,LinkedIn,58.425516857776216,8.798071612767567,61.58650128937296
busy_professional_1723,busy_professional,Busy Professional,37,56232.9104677056,8.499890722131285,6.747716500379309,0.46193824210674694,LinkedIn,92.57963256080998,13.938871528247073,97.57210069772951
busy_professional_1724,busy_professional,Busy Professional,35,83254.37940585989,6.738936310567757,6.236192666375062,0.5699892245873118,LinkedIn,70.78273226928319,11.209073328611389,78.46351330027971
busy_professional_1725,busy_professional,Busy Professional,39,79622.15499573776,10.0,7.193221823778508,0.8804542799886905,LinkedIn,55.15967815185719,7.795064984339962,54.565454890379726
busy_professional_1726,busy_professional,Busy Professional,32,70980.13826900063,7.707908330461394,5.757478087281797,1.0305497911633759,LinkedIn,39.62424860632587,5.878074907560034,41.14652435292024
busy_professional_1727,busy_professional,Busy Professional,32,100459.01415649163,10.0,7.23798452949021,0.41821617946189504,LinkedIn,119.61669240752228,16.78588388159057,117.50118717113398
busy_professional_1728,busy_professional,Busy Professional,35,52216.24369979547,5.040665793464658,7.531924605696037,0.7136027819952082,LinkedIn,51.26771781709291,9.517130112493136,66.61991078745194
busy_professional_1729,busy_professional,Busy Professional,37,118214.81841677793,6.735044221330866,6.7084114764170755,0.7390147357331456,LinkedIn,57.98616367853431,9.240846195216514,64.6859233665156
busy_professional_1730,busy_professional,Busy Professional,39,65955.99073293386,8.050455915003528,7.891050971402363,0.690440149923042,LinkedIn,64.43266557883925,10.301563347540077,72.11094343278053
busy_professional_1731,busy_professional,Busy Professional,31,98568.27911360956,8.759523344271457,7.511982281354662,0.8703798876368632,LinkedIn,54.756679914056605,8.219721204652108,57.53804843256476
busy_professional_1732,busy_professional,Busy Professional,38,99429.83292969319,6.656473095170221,6.659315408922916,0.5679943702178514,LinkedIn,73.47325085745682,11.809267392227918,82.66487174559542
busy_professional_1733,busy_professional,Busy Professional,38,64737.55645040554,7.616975503432555,6.434228238778628,1.0929308824819928,LinkedIn,37.722118619479815,5.816112642821596,40.71278849975117
busy_professional_1734,busy_professional,Busy Professional,29,89131.00125162314,8.51878279649468,7.964653973643424,0.4137290305891145,LinkedIn,114.31965138233701,17.7239723220489,124.06780625434229
busy_professional_1735,busy_professional,Busy Professional,28,69460.11436121435,8.357671365710388,6.328687200578187,0.5605334122824948,LinkedIn,76.66503490864505,11.31128772680097,79.17901408760679
busy_professional_1736,busy_professional,Busy Professional,32,85273.32533107974,6.277829530520814,5.586406456845578,0.7024730190273065,LinkedIn,54.713379672645566,8.629265485134187,60.4048583959393
busy_professional_1737,busy_professional,Busy Professional,40,131195.77572169062,8.344398645697963,4.992681122368489,0.6204476217306297,LinkedIn,71.08074850244905,9.600937388453017,67.20656171917112
busy_professional_1738,busy_professional,Busy Professional,28,69218.97159398248,9.399176029482556,6.462853008637743,0.5380219801821183,LinkedIn,84.26365566332014,11.909310293607657,83.3651720552536
busy_professional_1739,busy_professional,Busy Professional,31,40936.92547873651,7.540894226746046,6.695376883916786,0.39896606523288003,LinkedIn,97.9515466521734,15.633968816819372,109.4377817177356
busy_professional_1740,busy_professional,Busy Professional,29,59959.45336274005,8.630439553055755,5.361285928594109,0.8408259696098551,LinkedIn,49.066784043806194,6.862620446513046,48.03834312559132
busy_professional_1741,busy_professional,Busy Professional,38,101957.17176767938,7.9436147332752975,3.8573432413417827,0.702714731876841,LinkedIn,57.03278823465285,7.447837190750769,52.13486033525538
busy_professional_1742,busy_professional,Busy Professional,40,105141.27582234179,10.0,5.965992185560248,0.41570706256869483,LinkedIn,115.95918217239814,15.321515482751387,107.25060837925969
busy_professional_1743,busy_professional,Busy Professional,31,89805.56701368262,9.971783241733657,4.0060771980374374,0.450065436947947,LinkedIn,97.93547194836722,11.681693339854577,81.77185337898203
busy_professional_1744,busy_professional,Busy Professional,29,107283.59754013117,8.193466410031528,5.651470221586621,0.7888290342174514,LinkedIn,55.56258973344963,7.875033576202085,55.1252350334146
busy_professional_1745,busy_professional,Busy Professional,33,74229.01852897827,10.0,6.641136437940153,0.8913117452848708,LinkedIn,53.04135568511512,7.334689405422002,51.34282583795401
busy_professional_1746,busy_professional,Busy Professional,39,112654.67095309703,8.05562620185364,7.449922909905665,0.34892908613596707,LinkedIn,134.01415778960816,20.632979720449782,144.43085804314848
busy_professional_1747,busy_professional,Busy Professional,29,127848.14501067484,8.80039280730476,5.9404843665815505,0.9195344211360535,LinkedIn,50.66595479615455,7.022124185050137,49.154869295350956
busy_professional_1748,busy_professional,Busy Professional,40,77042.76946625493,6.8451136479075805,7.084509145364721,0.3,LinkedIn,138.43886892842542,22.62643926169343,158.385074831854
busy_professional_1749,busy_professional,Busy Professional,33,100170.74680706437,9.943474868320216,5.340926232605522,0.532917943521635,LinkedIn,87.78458459887152,11.282598661271821,78.97819062890274
busy_professional_1750,busy_professional,Busy Professional,29,100650.34010989178,10.0,5.354724299399454,0.551954122563993,LinkedIn,85.06977835901183,10.91099748918762,76.37698242431334
busy_professional_1751,busy_professional,Busy Professional,34,80986.00976245507,7.667070846098445,6.513555151863162,1.04461494352925,LinkedIn,40.8038569490597,6.240444397107918,43.683110779755424
busy_professional_1752,busy_professional,Busy Professional,28,91190.10940698405,10.0,4.9643351443860215,0.9841970707660095,LinkedIn,46.50469066064699,5.860932201369937,41.02652540958955
busy_professional_1753,busy_professional,Busy Professional,31,90340.59293966641,6.549363001292129,5.240107008474975,0.5797411433929668,LinkedIn,66.80632873855954,10.192180521793567,71.34526365255496
busy_professional_1754,busy_professional,Busy Professional,35,99974.9085421066,9.78002346601022,5.406971972319705,0.7567689134605473,LinkedIn,61.4753586024575,7.990214228730808,55.931499601115654
busy_professional_1755,busy_professional,Busy Professional,37,49210.34350711537,9.062464369694547,6.49437884161045,0.8229543419151856,LinkedIn,51.980512379945914,7.580677298389473,53.06474108872631
busy_professional_1756,busy_professional,Busy Professional,36,59601.00842013582,7.948966286847628,6.982865926104839,0.7229161234201689,LinkedIn,58.53934773665184,9.11650844299358,63.81555910095505
busy_professional_1757,busy_professional,Busy Professional,33,113387.6631525798,10.0,5.889947180555843,0.6950528750620332,LinkedIn,69.79494170016686,9.16156935296346,64.13098547074422
busy_professional_1758,busy_professional,Busy Professional,33,80446.43760823947,10.0,5.44865350153778,0.5636804374825175,LinkedIn,81.3369067385966,10.574756892130504,74.02329824491352
busy_professional_1759,busy_professional,Busy Professional,39,42977.62293133773,7.750240603897504,6.335697600839981,0.8972167782955422,LinkedIn,43.70762761342204,6.784056374931232,47.48839462451863
busy_professional_1760,busy_professional,Busy Professional,40,53121.90611272037,9.48581875537727,8.214774683129178,0.8979917851361771,LinkedIn,51.959393188952205,7.956395035430414,55.69476524801289
busy_professional_1761,busy_professional,Busy Professional,28,68733.58446659513,8.010028655217083,8.402912961173756,0.6384857165768401,LinkedIn,71.15755461768894,11.590710784885033,81.13497549419523
busy_professional_1762,busy_professional,Busy Professional,34,98205.72036344076,9.949473830040754,5.818856457904074,0.5300457766818703,LinkedIn,89.54745235302812,11.802599161848601,82.6181941329402
busy_professional_1763,busy_professional,Busy Professional,31,87183.21759804123,5.863234825901035,6.707403659852697,0.3,LinkedIn,131.5080846369953,22.2017948986402,155.41256429048138
busy_professional_1764,busy_professional,Busy Professional,37,31199.06196948227,9.167250599488082,5.678788227553455,0.9783611783238201,LinkedIn,40.149689194633446,5.724040781901398,40.068285473309786
busy_professional_1765,busy_professional,Busy Professional,38,106504.56595987892,9.715390066563002,4.613457847418808,0.8450162088895016,LinkedIn,53.75617844395793,6.692502384415861,46.84751669091103
busy_professional_1766,busy_professional,Busy Professional,40,101753.05897220188,9.56749612911156,7.60810107921661,0.5448223109410417,LinkedIn,91.33912030086755,13.259306262889089,92.81514384022361
